user_id,subscription_duration,recent_login_time,average_login_time,average_time_per_learning_session,monthly_active_learning_days,total_completed_courses,recent_learning_achievement,abandoned_learning_sessions,community_engagement_level,preferred_difficulty_level,subscription_type,customer_inquiry_history,payment_pattern,target
b7802e40,12,18,16.743727629000404,39.90412954329303,9,14,89.76170977376263,1,4,Low,Basic,2,6,1
3c9208b9,5,25,15.563863652190337,97.23453039360918,10,13,64.44875312676886,3,5,High,Basic,3,7,1
99bc71cb,7,10,17.255548738852188,21.23956896326816,14,7,67.75294207707019,3,3,Medium,Basic,2,7,1
419a498e,5,19,20.35100475412287,44.4208848621694,23,9,55.186515865980425,1,4,Medium,Basic,0,3,1
755400d0,16,25,17.26687409364064,37.975449223349656,8,13,44.359111698328846,2,5,Low,Basic,4,0,1
0637e375,21,20,13.441687533452692,5.263718835578879,11,9,76.66340526666269,1,5,Medium,Basic,1,7,0
35a6e2f5,4,17,14.056199757834204,6.158799013436809,17,10,75.12456913420688,7,5,Low,Premium,0,7,0
8ab1b628,13,1,9.518813355964564,12.14918168095579,12,14,72.37154822884797,3,2,Low,Basic,2,0,1
79bd69f9,5,7,16.089006703325033,6.353139255650717,12,7,83.943401179223,4,4,High,Basic,1,3,0
d2988c42,21,10,7.810087667372928,32.34465594524625,1,14,72.53006362073337,3,4,Low,Premium,2,0,1
0829d342,9,27,10.66963635998216,12.547499899844652,11,11,55.59218480264673,4,5,Low,Basic,5,3,0
0d9258de,15,13,15.3456792557281,91.89953148521698,21,15,52.811292942288304,1,4,Low,Premium,2,0,1
724d2d95,16,27,15.001034930590707,16.46384936423426,12,10,79.38147435786699,3,4,Low,Premium,2,4,1
8c5c320c,21,12,11.75072751207808,101.80379157543304,20,8,76.33245963373744,3,4,High,Basic,0,1,0
ce3049e5,4,26,20.6228735687474,41.65000333340156,14,11,57.84855765606491,3,4,Medium,Premium,1,5,0
e65bd02c,16,23,16.03202833031191,20.627321674134823,16,16,64.61805871701239,7,4,Low,Basic,3,6,0
669d81a0,14,13,9.869346948457078,37.76363967363754,22,14,94.93931682103482,2,3,High,Premium,0,6,1
3c3496a0,22,3,13.066075465757288,14.356539173893209,24,15,83.08549489123835,5,2,High,Basic,0,0,0
410fe8e0,22,2,14.781717011489665,24.394989646012373,8,9,63.26155365128374,6,5,High,Basic,0,6,1
c6ea3ffe,17,2,16.935861729417137,16.78477717849372,15,16,85.87262208686819,2,5,Medium,Premium,2,0,1
b01cebad,18,13,15.618218072341032,127.26069532863666,24,15,73.14649665470512,2,3,Low,Basic,2,3,1
d26c801d,6,23,13.43014754352219,0.21570619210874328,24,9,63.85446964235862,4,5,Low,Basic,2,3,0
4e405dfa,10,3,15.657818628354123,38.99681910631366,24,11,79.16836748965596,1,3,Medium,Premium,2,3,1
1f65d311,4,29,12.847050348534758,37.14631531585943,8,11,85.8698753744646,4,4,High,Basic,3,5,1
94789a43,1,22,12.294355246744516,41.92055211579038,20,13,58.26562281143416,2,5,Low,Basic,1,2,1
565504c1,6,11,15.363644725043988,1.810162188394018,5,19,64.93057975437681,4,5,High,Premium,2,3,0
aeaa4bc4,1,3,16.1315925371284,41.62556592636785,7,5,89.22644716737696,3,4,Medium,Basic,5,6,1
f4bde835,18,29,17.07909334682676,19.053211789493744,12,8,88.04438723345699,1,5,High,Basic,0,7,1
e2da519f,19,11,15.751428017314158,36.24405516005999,11,13,62.24694268434283,5,2,Medium,Basic,2,7,1
dcfaeb3c,5,2,17.858194614845218,11.014286695133686,6,9,77.2893683695049,7,2,Low,Basic,1,5,0
8455c1df,3,17,16.050960341065483,18.07941511679507,5,11,71.16358366043086,4,2,Low,Basic,1,3,0
538a405e,17,8,17.015621242809498,19.314348061818254,5,17,75.97801601549739,4,5,Low,Premium,0,5,1
feafc93b,4,16,10.387472246122414,104.52567472847791,16,18,77.81971237427454,3,5,Low,Basic,2,6,1
f644ae80,3,29,14.328319836431652,20.62304711396896,21,12,73.2356757847957,5,4,Medium,Basic,4,7,1
2daf2015,11,29,10.133087630259226,9.161233505230898,12,13,83.37845679134362,2,3,Low,Basic,3,7,1
b844829f,14,11,15.538307922377664,20.459378550501558,18,12,77.23602747102738,2,3,Low,Basic,3,3,0
09b81ffc,17,7,13.391788771369578,46.16535787459596,1,12,72.29850139313862,3,2,Medium,Basic,1,4,1
8258b486,8,25,11.551212102820314,45.21051280677856,17,15,81.95019790940711,5,4,Low,Basic,0,1,1
7ac987d7,22,4,18.8019637436671,0.6877113740925215,22,14,74.92261967178305,3,2,Low,Basic,2,7,0
298eec5f,10,24,13.93696082855494,55.12597834667724,7,9,63.02973986485517,4,2,High,Basic,3,7,0
f7be8be7,1,4,15.458106460406892,26.996906959458087,20,8,71.2655074318955,0,1,Medium,Basic,2,4,0
f9761446,11,18,11.661776493618042,180.2678732360365,5,13,95.47055459797237,3,5,Medium,Premium,4,5,1
8bc1cb9f,19,13,12.233601205309268,118.67661010474148,7,5,70.34860942068259,2,5,Medium,Basic,2,0,0
04814fe0,12,29,12.56657325066094,31.840554232646028,1,8,84.54859903371968,0,4,High,Basic,2,5,0
75f2615c,3,4,14.033834418965698,14.04334716150539,20,11,72.7696962032755,6,5,Medium,Basic,3,2,1
8ab2e671,3,9,12.487227111347456,59.20217096827534,2,14,66.98041590014542,3,4,Low,Premium,5,1,1
c253cf12,4,29,15.32787355312178,46.05441163154579,19,13,78.95739230715532,4,4,Medium,Premium,3,5,1
8b018ded,4,24,16.90474746384948,16.368091439402512,21,9,62.77881999897437,2,5,High,Basic,2,5,1
97e8a010,19,4,20.821241433166627,146.22681439636202,7,15,79.07257344041872,4,5,Low,Premium,0,1,1
9bfb8c27,15,23,13.08260792168728,90.86080940914987,22,13,78.88081450598736,3,4,Medium,Premium,0,1,0
b07dfe87,4,1,14.438953357727636,7.830156778790908,1,8,68.5586877696493,2,2,Low,Basic,1,2,1
fd19209f,21,24,14.969449837609758,185.66022585279478,10,13,81.17458434194768,7,2,Low,Basic,1,6,1
568172c0,18,3,15.20644219680961,16.4987947021696,19,12,85.84615684395267,4,5,Medium,Premium,2,3,0
433c4632,19,14,13.096872528036869,108.05788578538268,18,10,81.07699075314633,4,2,Low,Basic,2,1,0
aa13032b,15,26,16.28481301558463,2.332846895517094,3,10,88.72175969610541,3,4,Low,Basic,2,7,1
eead9760,10,21,18.234749898357265,113.6449671310272,22,12,74.25049863057151,1,5,Low,Premium,1,1,1
ad997c1e,2,1,15.230902979353576,0.0833143602791489,16,9,85.49458417565074,2,4,High,Basic,2,1,1
c9a29772,5,20,13.750282091722736,21.824857025104297,18,12,76.59140928121477,3,3,Low,Basic,1,0,0
dc10b8c1,11,8,14.11408286038504,128.02186700499013,17,7,87.14648424183068,1,1,Medium,Basic,3,1,1
6ef30b9c,23,8,15.112324530331296,74.66039199369416,4,12,87.34485675532378,3,1,High,Basic,1,2,1
c3f6a880,12,17,17.59109400171166,17.84097074972702,15,11,76.5494601283346,8,5,Low,Premium,2,0,0
543bc8e4,9,29,12.903204817113169,86.72575330943778,6,11,84.44183875648294,4,5,High,Premium,5,6,1
05af8fd2,12,23,18.10497371329472,69.99619025353476,15,19,83.7962115335263,1,5,Low,Premium,2,6,1
848dce92,3,29,14.230060729388084,14.461981363343915,8,10,69.747944062102,3,5,Low,Basic,3,1,1
5ad41276,20,12,24.96267863123301,4.850877566592217,7,2,86.34331636784191,5,5,Medium,Basic,2,5,0
1cd07c4b,17,15,12.52054755627682,49.824743406970946,23,12,64.23548946117874,2,5,Low,Basic,0,0,1
f7ffb1a9,1,19,17.8350246352926,14.582878367841994,8,15,77.32406977081239,4,5,Low,Premium,2,1,0
3b6216af,23,28,14.261522180911502,30.85508964119287,8,14,73.22232407606162,1,5,Low,Premium,2,3,0
4acd4537,1,10,12.11320448828932,21.398931422953453,10,12,63.45402275439199,3,5,High,Premium,1,3,0
db1ea504,7,13,12.298182094251594,53.70043512885018,20,11,82.99583395496391,5,5,Low,Basic,1,7,1
f16abd7a,20,22,15.26702087324172,9.636096499092467,19,10,85.01214675253196,2,5,Medium,Basic,4,5,1
1661563c,15,16,11.949530140044978,171.68451061437378,23,13,75.06140753164495,3,2,Low,Basic,3,3,1
85a857dc,11,6,12.457103156705118,140.70644243664105,14,14,71.43614394947045,3,4,Low,Basic,3,4,1
36acd4c2,20,23,11.485259011032646,62.3063639175774,5,12,72.42260464696831,2,2,Low,Basic,1,7,0
1b9388b1,9,2,16.410546263849426,127.1071677760722,7,11,82.51584205831071,6,5,Medium,Premium,2,1,0
734ef1e2,14,5,15.853689906086345,101.29094657389787,22,18,86.22041959722256,3,5,Low,Premium,2,0,1
f05d06b4,3,16,16.223591872306486,22.45853524469195,21,14,85.44550802685106,3,1,Medium,Basic,2,3,1
feffed52,4,21,14.124611192760147,8.320261483893757,9,14,65.83188711225142,3,5,Low,Premium,1,1,1
22310401,3,24,14.227658881685208,69.09248008711236,21,12,81.53867366289298,1,4,Low,Premium,2,1,1
d391bf9e,12,6,15.543454033276872,0.3051968240287387,11,13,89.19574930324482,0,2,Low,Basic,2,5,0
dade9242,14,20,14.053080855951748,106.6411488498561,14,9,85.49333191958992,2,4,Low,Basic,1,0,1
44d5cd61,17,2,15.55016706699638,80.31631547933712,1,8,61.803207518913375,2,5,Medium,Basic,0,0,1
f3b452f8,9,28,16.02402225312976,40.91315442059649,2,12,57.69899593163426,1,1,High,Basic,2,0,0
c5adc9f2,9,21,14.1984244865284,19.02216022573606,1,12,67.75702929956616,3,5,Low,Basic,3,3,1
395caadd,20,12,12.00878438492199,342.15970456297634,6,16,81.11273061650574,4,4,Low,Premium,5,4,1
87e0a0bb,9,14,11.8223808663777,43.36456155443213,8,18,64.93887839530521,5,4,Low,Premium,1,1,0
82dfa736,3,7,11.5754338554083,51.21249918399842,17,11,82.73237835610242,7,5,Low,Premium,3,0,1
0416b23b,21,24,11.91475777910928,63.667637690993345,6,13,80.76373208139555,3,2,Low,Basic,1,6,1
0a9f3af9,4,9,13.607631747036898,41.23159172502537,17,14,76.57907889282367,2,4,High,Premium,1,5,1
3ea2b92a,13,3,17.36892820248488,25.16758619077319,16,8,58.48265423904231,4,5,Medium,Basic,3,1,0
b5f2156c,15,27,20.13352291275757,42.304822100833164,15,8,82.78181979376167,3,5,Medium,Premium,3,7,1
b20ae5ca,1,3,11.576612897993698,18.155253964413628,19,8,63.86388376495557,0,5,Low,Basic,2,5,0
08781ac4,5,15,14.26011476390609,111.65790049618836,5,8,75.96896515392822,3,5,Low,Premium,2,4,1
fd3b92bd,4,16,12.411705817521993,92.87191493120365,13,15,86.72821615950286,1,3,Medium,Premium,2,4,1
03f61967,14,16,17.609376861694376,51.793777726040965,19,9,61.5304210520827,5,3,Low,Basic,4,4,1
e3b9aaf3,12,11,16.19243966483008,88.9254574279782,4,15,74.51904632523824,2,4,Low,Premium,4,4,0
e5c8cc5b,23,17,12.601002716330528,87.07978051505182,17,12,83.85933925673996,4,4,Medium,Basic,1,5,1
49bfae65,14,15,17.116221306962082,160.09960907089624,3,11,76.40412590836134,4,3,Low,Basic,2,1,0
e60a293b,14,11,13.929211434268712,68.58905396535512,18,16,79.78430488300675,2,5,Low,Premium,3,0,1
9a34d55e,12,25,15.015545124218033,54.54857712770545,3,16,88.34267271582337,2,5,Low,Premium,3,4,0
3135602e,17,16,23.26749927532748,23.56324726701466,17,14,62.469544292451424,2,4,Medium,Premium,3,7,1
585026b3,22,10,16.083937839636476,198.46760881482035,22,14,69.73150549908198,4,5,High,Premium,2,1,1
4e9b636d,15,21,15.21677707572504,92.56825256576496,14,10,82.87342861990375,3,5,Medium,Basic,2,5,1
cfded8cc,17,27,16.87965187375778,119.8735321905018,20,10,79.13017202144472,5,5,Medium,Basic,2,0,0
c9b722e3,23,7,17.134372097833435,9.746375208112552,10,14,76.78005844317097,3,5,High,Premium,2,2,0
9482e59e,22,19,18.551578902156194,84.28831662124746,16,14,71.732141590298,3,3,Low,Basic,5,3,0
6afc9ef8,20,7,9.7983609981385,33.50364799158435,14,15,74.17373962038363,1,5,High,Premium,0,0,1
fece3b31,2,2,13.39543375548406,53.18539553013587,21,10,71.87620041207731,2,4,Low,Premium,0,0,0
a76717c0,9,25,9.275712807360245,1.463171314734111,21,14,65.40172285393274,3,4,Medium,Premium,1,7,1
6b949879,1,12,13.96556946264107,94.66439355097948,2,10,74.01205417367144,5,5,Low,Basic,5,5,1
22700776,5,18,16.222271242823492,52.871916621120185,11,14,82.42792103952831,4,4,Medium,Basic,4,7,0
16d5c7e7,7,28,17.6154832698881,123.50431550603484,18,14,67.92115136585448,5,5,High,Premium,5,3,0
c59cedec,22,24,14.85689673079706,274.42418361163584,8,19,79.16556680148389,4,5,Low,Premium,3,5,1
ee2403e6,14,11,12.689192808582137,46.869145646796866,7,15,88.54320916114477,3,5,Medium,Premium,2,6,1
3450fba3,8,12,13.01293803707028,124.22497510817088,11,15,79.05108129203602,3,4,Medium,Basic,1,7,1
db6fe1e9,16,19,13.507192899182352,82.45665843313458,20,13,66.15168640966907,4,3,High,Premium,4,2,1
a2e89777,10,21,16.14946173716201,82.87606244318798,17,7,72.71360283617797,4,3,Medium,Basic,2,2,0
dbe1afb0,19,21,16.727043002488987,4.079307648887908,7,6,77.07028469553124,2,5,Medium,Premium,6,5,0
0461ac76,9,23,18.64311173025659,9.35214878840426,8,11,58.56093562371986,4,3,High,Basic,4,0,1
64571820,23,9,10.50880282065173,30.01545384616468,7,21,87.95504940448092,3,5,Low,Premium,2,3,0
7ba0a2c3,16,22,19.47785819588928,131.73079160877396,17,12,72.0122588494817,2,2,Low,Basic,1,5,1
5728328d,12,6,14.06963181550016,36.73795493845844,22,16,84.12517823663391,6,5,Low,Basic,2,2,1
9db5f7fd,7,15,15.79979775635809,125.46286630128972,23,11,96.81058812005662,2,4,Low,Basic,3,2,1
8d42cfab,16,29,18.985463612714536,38.72491348135189,6,9,77.29357655541077,1,5,High,Basic,3,4,0
8551d5f5,2,3,12.097716033776404,9.345022835582936,12,11,83.74917846481907,4,1,High,Basic,0,7,0
e1df556a,23,1,9.675232877949188,11.732723770920623,2,13,61.596527463401685,4,5,Low,Premium,1,0,1
9fc6da32,13,14,12.982605839872043,94.16629786723824,23,18,69.03011368093486,2,3,Medium,Premium,2,1,0
68722091,4,17,15.690541130989804,8.70674326379814,12,11,70.63336981819634,1,4,High,Premium,2,3,1
41e8f354,19,26,14.028061238417624,36.74679730478707,3,11,75.9457045340267,1,5,Low,Basic,2,4,0
61229677,16,28,16.528025657258596,20.183846931974557,20,19,91.73203401560116,2,5,Low,Premium,0,1,1
b66fcc6e,4,13,10.31703901964583,46.13820462499814,12,13,79.05129663913043,2,4,Medium,Premium,1,7,1
e40b0db3,11,19,19.85365595231692,51.43493446551111,3,6,70.83996343633954,4,5,Low,Basic,1,7,0
2d17df2b,13,23,17.79567745464386,13.010040437348376,13,10,84.37462646714121,3,5,Medium,Basic,0,2,1
0186739b,7,16,11.64880973776511,0.41152989950288205,18,12,62.189700881384205,2,5,Low,Basic,5,2,0
11df9ef4,4,11,19.27122337802669,9.719434931656775,12,12,92.30444596115754,5,5,Medium,Premium,2,1,1
83bfc4eb,23,17,18.24093107642119,41.38834977409587,22,6,75.03009886093973,3,5,High,Basic,4,5,1
ca9f7706,6,4,15.879481215595062,40.8601733633832,9,12,79.86962268229274,4,3,Medium,Premium,3,7,0
921009dd,12,9,11.50851360010142,54.1817074634246,6,9,83.56316282904666,2,5,Low,Basic,3,6,1
c190b118,1,16,14.624105899353642,29.013759799642095,11,16,85.23170757458821,2,5,Low,Premium,3,6,1
47936750,12,29,14.550101964739603,13.78689253323612,18,4,78.62713554817746,5,2,Medium,Basic,1,2,0
36796869,9,19,11.987838317609214,5.181669096815288,10,8,77.39270739411651,3,4,High,Basic,2,0,0
eab5ef57,21,14,15.286396127846738,246.90019467882675,20,18,55.35604866064775,2,4,Low,Premium,5,7,1
4649881f,11,26,14.462727286515657,88.99981335430847,2,13,67.83891947414259,2,4,Low,Basic,0,2,1
6803bb75,23,27,21.517296422987712,230.37450995493023,1,11,72.0259097466307,4,3,High,Premium,2,6,1
b7d58e39,12,14,14.999674915665956,82.2032953632066,7,11,77.32464478323453,5,5,Low,Premium,2,5,1
89e49ad2,6,25,12.674378131201973,40.123756509588624,20,10,71.5641585017501,4,4,Low,Basic,0,4,1
1d8d2253,16,13,16.269150059440484,85.99074543863868,21,13,68.08085572275668,4,4,Low,Premium,2,2,0
317e87a6,9,12,14.544069636454164,21.674583193628898,8,12,45.35772102051634,3,5,Medium,Premium,1,1,0
cd23dcac,3,25,11.409078841942994,50.031287414698234,19,9,79.64002460028746,3,3,Low,Basic,1,5,0
ce701f10,20,4,12.058324646233965,87.61287218701389,24,14,75.31174449712185,3,5,Low,Premium,0,7,1
cbc0c51c,22,7,14.299409650585888,85.97379077295479,17,15,73.59583488503442,9,5,Medium,Premium,2,1,1
02f716cd,20,3,13.911794682576126,12.016834934522514,6,17,70.61328344738044,1,5,Low,Premium,4,6,0
20f6eea1,15,9,15.71782209278181,54.19176351877305,9,14,79.08693526602494,2,4,Low,Premium,2,2,1
9827f98a,21,10,13.453870703442004,19.12381842937499,4,12,76.82442239856428,5,2,Medium,Basic,2,7,1
5b139984,22,13,16.69539161248545,12.196169364951304,6,15,82.12085447447747,5,5,Medium,Premium,1,7,0
fa5dce1d,4,9,17.87330078427893,48.6314526939717,6,9,68.26597419580301,3,2,Medium,Basic,2,0,1
a1c14c87,4,11,9.894107434196146,23.46315251378471,8,16,66.14156945451745,4,5,Medium,Premium,2,7,1
4721391b,8,18,12.31408510176361,0.8732847457895951,24,17,78.49868180046485,6,3,High,Premium,1,6,1
c69dec43,10,10,17.903623349667964,38.14839115198261,14,17,90.66951346120776,3,4,Medium,Premium,1,3,1
e9b3b644,10,18,13.310566953214892,7.686773099905091,7,14,84.2412481581478,6,5,High,Premium,1,3,0
088d0baf,10,17,15.195792918173504,42.215819242961246,16,12,66.67595407267402,5,3,High,Premium,2,1,1
b154e450,4,1,15.13340443691344,59.66645696084501,23,3,86.14648469928477,2,2,High,Basic,0,2,0
ba1632dc,15,6,13.520258687669257,56.28068696522064,5,11,84.04134078858641,1,5,Low,Basic,1,1,0
48b5f02d,19,6,11.64112235534579,16.808536592219106,2,9,77.95651296724026,2,3,Low,Basic,1,3,1
33e4b537,13,10,14.37645982592612,100.40730657012867,13,17,64.51975327145517,3,5,Low,Premium,0,5,0
abce9494,4,6,18.382261934999107,23.02002823215383,24,13,103.63021012414056,1,3,Medium,Premium,1,4,1
c9daa218,10,16,15.399742172962922,81.95429349457498,16,12,89.3995961528855,7,4,Low,Basic,3,1,0
3dd4e6ea,11,22,21.283634642140413,0.8900497485882608,7,8,80.2589016310136,5,3,Medium,Premium,1,7,0
4d9b5838,14,3,19.073329796323776,15.221926792404831,1,8,80.01546362645762,5,3,Medium,Basic,3,6,0
