sessionID,TARGET
SESSION_252478,3.0
SESSION_252479,1.0
SESSION_252480,2.0
SESSION_252481,3.0
SESSION_252482,12.0
SESSION_252483,1.0
SESSION_252484,4.0
SESSION_252485,2.0
SESSION_252486,15.0
SESSION_252487,4.0
SESSION_252488,1.0
SESSION_252489,1.0
SESSION_252490,1.0
SESSION_252491,4.0
SESSION_252492,16.0
SESSION_252493,1.0
SESSION_252494,11.0
SESSION_252495,4.0
SESSION_252496,3.0
SESSION_252497,3.0
SESSION_252498,1.0
SESSION_252499,2.0
SESSION_252500,1.0
SESSION_252501,8.0
SESSION_252502,5.0
SESSION_252503,4.0
SESSION_252504,1.0
SESSION_252505,1.0
SESSION_252506,1.0
SESSION_252507,4.0
SESSION_252508,1.0
SESSION_252509,20.0
SESSION_252510,5.0
SESSION_252511,1.0
SESSION_252512,3.0
SESSION_252513,1.0
SESSION_252514,1.0
SESSION_252515,1.0
SESSION_252516,4.0
SESSION_252517,2.0
SESSION_252518,1.0
SESSION_252519,1.0
SESSION_252520,1.0
SESSION_252521,9.0
SESSION_252522,1.0
SESSION_252523,1.0
SESSION_252524,6.0
SESSION_252525,9.0
SESSION_252526,3.0
SESSION_252527,5.0
SESSION_252528,2.0
SESSION_252529,1.0
SESSION_252530,22.0
SESSION_252531,3.0
SESSION_252532,1.0
SESSION_252533,3.0
SESSION_252534,7.0
SESSION_252535,1.0
SESSION_252536,1.0
SESSION_252537,1.0
SESSION_252538,1.0
SESSION_252539,7.0
SESSION_252540,11.0
SESSION_252541,1.0
SESSION_252542,16.0
SESSION_252543,4.0
SESSION_252544,3.0
SESSION_252545,5.0
SESSION_252546,8.0
SESSION_252547,1.0
SESSION_252548,9.0
SESSION_252549,5.0
SESSION_252550,2.0
SESSION_252551,1.0
SESSION_252552,5.0
SESSION_252553,1.0
SESSION_252554,11.0
SESSION_252555,33.0
SESSION_252556,5.0
SESSION_252557,18.0
SESSION_252558,1.0
SESSION_252559,1.0
SESSION_252560,1.0
SESSION_252561,3.0
SESSION_252562,2.0
SESSION_252563,1.0
SESSION_252564,1.0
SESSION_252565,11.0
SESSION_252566,1.0
SESSION_252567,1.0
SESSION_252568,1.0
SESSION_252569,1.0
SESSION_252570,1.0
SESSION_252571,9.0
SESSION_252572,2.0
SESSION_252573,1.0
SESSION_252574,4.0
SESSION_252575,1.0
SESSION_252576,2.0
SESSION_252577,1.0
SESSION_252578,8.0
SESSION_252579,6.0
SESSION_252580,1.0
SESSION_252581,4.0
SESSION_252582,4.0
SESSION_252583,20.0
SESSION_252584,4.0
SESSION_252585,4.0
SESSION_252586,1.0
SESSION_252587,3.0
SESSION_252588,1.0
SESSION_252589,1.0
SESSION_252590,1.0
SESSION_252591,35.0
SESSION_252592,1.0
SESSION_252593,1.0
SESSION_252594,1.0
SESSION_252595,10.0
SESSION_252596,12.0
SESSION_252597,1.0
SESSION_252598,1.0
SESSION_252599,4.0
SESSION_252600,3.0
SESSION_252601,37.0
SESSION_252602,1.0
SESSION_252603,1.0
SESSION_252604,11.0
SESSION_252605,1.0
SESSION_252606,29.0
SESSION_252607,8.0
SESSION_252608,3.0
SESSION_252609,1.0
SESSION_252610,1.0
SESSION_252611,4.0
SESSION_252612,1.0
SESSION_252613,1.0
SESSION_252614,1.0
SESSION_252615,8.0
SESSION_252616,1.0
SESSION_252617,1.0
SESSION_252618,1.0
SESSION_252619,14.0
SESSION_252620,18.0
SESSION_252621,3.0
SESSION_252622,3.0
SESSION_252623,1.0
SESSION_252624,1.0
SESSION_252625,1.0
SESSION_252626,5.0
SESSION_252627,1.0
SESSION_252628,4.0
SESSION_252629,3.0
SESSION_252630,2.0
SESSION_252631,4.0
SESSION_252632,4.0
SESSION_252633,1.0
SESSION_252634,12.0
SESSION_252635,4.0
SESSION_252636,1.0
SESSION_252637,1.0
SESSION_252638,1.0
SESSION_252639,24.0
SESSION_252640,1.0
SESSION_252641,1.0
SESSION_252642,1.0
SESSION_252643,3.0
SESSION_252644,3.0
SESSION_252645,10.0
SESSION_252646,1.0
SESSION_252647,1.0
SESSION_252648,1.0
SESSION_252649,4.0
SESSION_252650,2.0
SESSION_252651,1.0
SESSION_252652,4.0
SESSION_252653,1.0
SESSION_252654,4.0
SESSION_252655,12.0
SESSION_252656,4.0
SESSION_252657,2.0
SESSION_252658,1.0
SESSION_252659,4.0
SESSION_252660,18.0
SESSION_252661,2.0
SESSION_252662,3.0
SESSION_252663,11.0
SESSION_252664,2.0
SESSION_252665,1.0
SESSION_252666,1.0
SESSION_252667,1.0
SESSION_252668,1.0
SESSION_252669,2.0
SESSION_252670,3.0
SESSION_252671,12.0
SESSION_252672,2.0
SESSION_252673,5.0
SESSION_252674,1.0
SESSION_252675,1.0
SESSION_252676,1.0
SESSION_252677,4.0
SESSION_252678,1.0
SESSION_252679,1.0
SESSION_252680,1.0
SESSION_252681,1.0
SESSION_252682,4.0
SESSION_252683,1.0
SESSION_252684,1.0
SESSION_252685,1.0
SESSION_252686,3.0
SESSION_252687,3.0
SESSION_252688,1.0
SESSION_252689,6.0
SESSION_252690,1.0
SESSION_252691,1.0
SESSION_252692,1.0
SESSION_252693,4.0
SESSION_252694,4.0
SESSION_252695,4.0
SESSION_252696,1.0
SESSION_252697,1.0
SESSION_252698,13.0
SESSION_252699,21.0
SESSION_252700,1.0
SESSION_252701,2.0
SESSION_252702,1.0
SESSION_252703,4.0
SESSION_252704,4.0
SESSION_252705,2.0
SESSION_252706,1.0
SESSION_252707,1.0
SESSION_252708,1.0
SESSION_252709,4.0
SESSION_252710,1.0
SESSION_252711,3.0
SESSION_252712,1.0
SESSION_252713,5.0
SESSION_252714,4.0
SESSION_252715,9.0
SESSION_252716,1.0
SESSION_252717,4.0
SESSION_252718,1.0
SESSION_252719,1.0
SESSION_252720,1.0
SESSION_252721,1.0
SESSION_252722,14.0
SESSION_252723,5.0
SESSION_252724,3.0
SESSION_252725,1.0
SESSION_252726,4.0
SESSION_252727,31.0
SESSION_252728,2.0
SESSION_252729,3.0
SESSION_252730,3.0
SESSION_252731,1.0
SESSION_252732,3.0
SESSION_252733,8.0
SESSION_252734,4.0
SESSION_252735,16.0
SESSION_252736,2.0
SESSION_252737,1.0
SESSION_252738,1.0
SESSION_252739,4.0
SESSION_252740,1.0
SESSION_252741,2.0
SESSION_252742,16.0
SESSION_252743,1.0
SESSION_252744,1.0
SESSION_252745,1.0
SESSION_252746,6.0
SESSION_252747,3.0
SESSION_252748,3.0
SESSION_252749,3.0
SESSION_252750,1.0
SESSION_252751,3.0
SESSION_252752,9.0
SESSION_252753,14.0
SESSION_252754,1.0
SESSION_252755,5.0
SESSION_252756,6.0
SESSION_252757,2.0
SESSION_252758,2.0
SESSION_252759,1.0
SESSION_252760,1.0
SESSION_252761,10.0
SESSION_252762,3.0
SESSION_252763,2.0
SESSION_252764,1.0
SESSION_252765,1.0
SESSION_252766,4.0
SESSION_252767,1.0
SESSION_252768,19.0
SESSION_252769,1.0
SESSION_252770,1.0
SESSION_252771,1.0
SESSION_252772,4.0
SESSION_252773,3.0
SESSION_252774,4.0
SESSION_252775,13.0
SESSION_252776,1.0
SESSION_252777,11.0
SESSION_252778,3.0
SESSION_252779,18.0
SESSION_252780,9.0
SESSION_252781,1.0
SESSION_252782,28.0
SESSION_252783,1.0
SESSION_252784,1.0
SESSION_252785,1.0
SESSION_252786,1.0
SESSION_252787,4.0
SESSION_252788,1.0
SESSION_252789,1.0
SESSION_252790,1.0
SESSION_252791,3.0
SESSION_252792,1.0
SESSION_252793,1.0
SESSION_252794,5.0
SESSION_252795,1.0
SESSION_252796,19.0
SESSION_252797,1.0
SESSION_252798,1.0
SESSION_252799,1.0
SESSION_252800,1.0
SESSION_252801,1.0
SESSION_252802,1.0
SESSION_252803,1.0
SESSION_252804,1.0
SESSION_252805,1.0
SESSION_252806,1.0
SESSION_252807,4.0
SESSION_252808,1.0
SESSION_252809,1.0
SESSION_252810,1.0
SESSION_252811,4.0
SESSION_252812,3.0
SESSION_252813,4.0
SESSION_252814,1.0
SESSION_252815,18.0
SESSION_252816,21.0
SESSION_252817,1.0
SESSION_252818,1.0
SESSION_252819,1.0
SESSION_252820,1.0
SESSION_252821,3.0
SESSION_252822,3.0
SESSION_252823,1.0
SESSION_252824,3.0
SESSION_252825,15.0
SESSION_252826,6.0
SESSION_252827,4.0
SESSION_252828,1.0
SESSION_252829,2.0
SESSION_252830,1.0
SESSION_252831,1.0
SESSION_252832,5.0
SESSION_252833,3.0
SESSION_252834,2.0
SESSION_252835,1.0
SESSION_252836,1.0
SESSION_252837,1.0
SESSION_252838,3.0
SESSION_252839,12.0
SESSION_252840,2.0
SESSION_252841,1.0
SESSION_252842,4.0
SESSION_252843,5.0
SESSION_252844,1.0
SESSION_252845,1.0
SESSION_252846,3.0
SESSION_252847,9.0
SESSION_252848,1.0
SESSION_252849,1.0
SESSION_252850,4.0
SESSION_252851,3.0
SESSION_252852,1.0
SESSION_252853,1.0
SESSION_252854,5.0
SESSION_252855,4.0
SESSION_252856,2.0
SESSION_252857,1.0
SESSION_252858,30.0
SESSION_252859,4.0
SESSION_252860,1.0
SESSION_252861,1.0
SESSION_252862,1.0
SESSION_252863,3.0
SESSION_252864,1.0
SESSION_252865,1.0
SESSION_252866,1.0
SESSION_252867,1.0
SESSION_252868,1.0
SESSION_252869,1.0
SESSION_252870,4.0
SESSION_252871,6.0
SESSION_252872,4.0
SESSION_252873,1.0
SESSION_252874,1.0
SESSION_252875,1.0
SESSION_252876,4.0
SESSION_252877,3.0
SESSION_252878,6.0
SESSION_252879,3.0
SESSION_252880,3.0
SESSION_252881,2.0
SESSION_252882,2.0
SESSION_252883,33.0
SESSION_252884,1.0
SESSION_252885,15.0
SESSION_252886,1.0
SESSION_252887,5.0
SESSION_252888,1.0
SESSION_252889,4.0
SESSION_252890,1.0
SESSION_252891,1.0
SESSION_252892,2.0
SESSION_252893,1.0
SESSION_252894,1.0
SESSION_252895,1.0
SESSION_252896,1.0
SESSION_252897,1.0
SESSION_252898,3.0
SESSION_252899,1.0
SESSION_252900,1.0
SESSION_252901,6.0
SESSION_252902,5.0
SESSION_252903,1.0
SESSION_252904,1.0
SESSION_252905,11.0
SESSION_252906,1.0
SESSION_252907,4.0
SESSION_252908,1.0
SESSION_252909,1.0
SESSION_252910,1.0
SESSION_252911,1.0
SESSION_252912,1.0
SESSION_252913,1.0
SESSION_252914,1.0
SESSION_252915,1.0
SESSION_252916,2.0
SESSION_252917,1.0
SESSION_252918,5.0
SESSION_252919,1.0
SESSION_252920,1.0
SESSION_252921,1.0
SESSION_252922,1.0
SESSION_252923,5.0
SESSION_252924,5.0
SESSION_252925,1.0
SESSION_252926,1.0
SESSION_252927,1.0
SESSION_252928,1.0
SESSION_252929,1.0
SESSION_252930,1.0
SESSION_252931,3.0
SESSION_252932,1.0
SESSION_252933,6.0
SESSION_252934,2.0
SESSION_252935,6.0
SESSION_252936,1.0
SESSION_252937,1.0
SESSION_252938,1.0
SESSION_252939,1.0
SESSION_252940,1.0
SESSION_252941,11.0
SESSION_252942,1.0
SESSION_252943,1.0
SESSION_252944,1.0
SESSION_252945,1.0
SESSION_252946,2.0
SESSION_252947,1.0
SESSION_252948,1.0
SESSION_252949,15.0
SESSION_252950,4.0
SESSION_252951,1.0
SESSION_252952,10.0
SESSION_252953,1.0
SESSION_252954,1.0
SESSION_252955,1.0
SESSION_252956,5.0
SESSION_252957,13.0
SESSION_252958,1.0
SESSION_252959,1.0
SESSION_252960,1.0
SESSION_252961,4.0
SESSION_252962,1.0
SESSION_252963,5.0
SESSION_252964,14.0
SESSION_252965,3.0
SESSION_252966,5.0
SESSION_252967,1.0
SESSION_252968,1.0
SESSION_252969,1.0
SESSION_252970,4.0
SESSION_252971,1.0
SESSION_252972,1.0
SESSION_252973,1.0
SESSION_252974,1.0
SESSION_252975,1.0
SESSION_252976,1.0
SESSION_252977,1.0
SESSION_252978,1.0
SESSION_252979,1.0
SESSION_252980,4.0
SESSION_252981,4.0
SESSION_252982,1.0
SESSION_252983,1.0
SESSION_252984,1.0
SESSION_252985,1.0
SESSION_252986,1.0
SESSION_252987,11.0
SESSION_252988,1.0
SESSION_252989,4.0
SESSION_252990,1.0
SESSION_252991,1.0
SESSION_252992,10.0
SESSION_252993,2.0
SESSION_252994,1.0
SESSION_252995,1.0
SESSION_252996,1.0
SESSION_252997,1.0
SESSION_252998,11.0
SESSION_252999,4.0
SESSION_253000,3.0
SESSION_253001,1.0
SESSION_253002,3.0
SESSION_253003,1.0
SESSION_253004,4.0
SESSION_253005,4.0
SESSION_253006,4.0
SESSION_253007,1.0
SESSION_253008,2.0
SESSION_253009,1.0
SESSION_253010,5.0
SESSION_253011,1.0
SESSION_253012,2.0
SESSION_253013,4.0
SESSION_253014,7.0
SESSION_253015,3.0
SESSION_253016,1.0
SESSION_253017,3.0
SESSION_253018,1.0
SESSION_253019,1.0
SESSION_253020,1.0
SESSION_253021,14.0
SESSION_253022,5.0
SESSION_253023,1.0
SESSION_253024,1.0
SESSION_253025,1.0
SESSION_253026,1.0
SESSION_253027,1.0
SESSION_253028,1.0
SESSION_253029,1.0
SESSION_253030,3.0
SESSION_253031,5.0
SESSION_253032,1.0
SESSION_253033,4.0
SESSION_253034,1.0
SESSION_253035,8.0
SESSION_253036,5.0
SESSION_253037,1.0
SESSION_253038,3.0
SESSION_253039,1.0
SESSION_253040,3.0
SESSION_253041,1.0
SESSION_253042,1.0
SESSION_253043,1.0
SESSION_253044,3.0
SESSION_253045,1.0
SESSION_253046,13.0
SESSION_253047,1.0
SESSION_253048,1.0
SESSION_253049,1.0
SESSION_253050,1.0
SESSION_253051,20.0
SESSION_253052,4.0
SESSION_253053,2.0
SESSION_253054,6.0
SESSION_253055,1.0
SESSION_253056,4.0
SESSION_253057,1.0
SESSION_253058,1.0
SESSION_253059,4.0
SESSION_253060,1.0
SESSION_253061,1.0
SESSION_253062,3.0
SESSION_253063,1.0
SESSION_253064,1.0
SESSION_253065,1.0
SESSION_253066,4.0
SESSION_253067,11.0
SESSION_253068,2.0
SESSION_253069,3.0
SESSION_253070,1.0
SESSION_253071,1.0
SESSION_253072,1.0
SESSION_253073,1.0
SESSION_253074,1.0
SESSION_253075,1.0
SESSION_253076,1.0
SESSION_253077,1.0
SESSION_253078,1.0
SESSION_253079,1.0
SESSION_253080,5.0
SESSION_253081,1.0
SESSION_253082,1.0
SESSION_253083,2.0
SESSION_253084,1.0
SESSION_253085,1.0
SESSION_253086,1.0
SESSION_253087,4.0
SESSION_253088,4.0
SESSION_253089,15.0
SESSION_253090,1.0
SESSION_253091,3.0
SESSION_253092,1.0
SESSION_253093,1.0
SESSION_253094,1.0
SESSION_253095,3.0
SESSION_253096,1.0
SESSION_253097,1.0
SESSION_253098,1.0
SESSION_253099,3.0
SESSION_253100,3.0
SESSION_253101,4.0
SESSION_253102,1.0
SESSION_253103,1.0
SESSION_253104,4.0
SESSION_253105,3.0
SESSION_253106,1.0
SESSION_253107,1.0
SESSION_253108,4.0
SESSION_253109,1.0
SESSION_253110,3.0
SESSION_253111,1.0
SESSION_253112,0.0
SESSION_253113,1.0
SESSION_253114,1.0
SESSION_253115,4.0
SESSION_253116,1.0
SESSION_253117,5.0
SESSION_253118,1.0
SESSION_253119,1.0
SESSION_253120,1.0
SESSION_253121,1.0
SESSION_253122,1.0
SESSION_253123,4.0
SESSION_253124,1.0
SESSION_253125,1.0
SESSION_253126,4.0
SESSION_253127,1.0
SESSION_253128,3.0
SESSION_253129,1.0
SESSION_253130,2.0
SESSION_253131,3.0
SESSION_253132,1.0
SESSION_253133,1.0
SESSION_253134,2.0
SESSION_253135,1.0
SESSION_253136,6.0
SESSION_253137,2.0
SESSION_253138,2.0
SESSION_253139,1.0
SESSION_253140,1.0
SESSION_253141,3.0
SESSION_253142,1.0
SESSION_253143,3.0
SESSION_253144,1.0
SESSION_253145,4.0
SESSION_253146,1.0
SESSION_253147,1.0
SESSION_253148,1.0
SESSION_253149,7.0
SESSION_253150,1.0
SESSION_253151,1.0
SESSION_253152,3.0
SESSION_253153,1.0
SESSION_253154,3.0
SESSION_253155,1.0
SESSION_253156,1.0
SESSION_253157,1.0
SESSION_253158,1.0
SESSION_253159,1.0
SESSION_253160,1.0
SESSION_253161,3.0
SESSION_253162,1.0
SESSION_253163,1.0
SESSION_253164,1.0
SESSION_253165,4.0
SESSION_253166,2.0
SESSION_253167,1.0
SESSION_253168,5.0
SESSION_253169,1.0
SESSION_253170,1.0
SESSION_253171,3.0
SESSION_253172,1.0
SESSION_253173,1.0
SESSION_253174,1.0
SESSION_253175,3.0
SESSION_253176,1.0
SESSION_253177,10.0
SESSION_253178,1.0
SESSION_253179,1.0
SESSION_253180,1.0
SESSION_253181,1.0
SESSION_253182,1.0
SESSION_253183,2.0
SESSION_253184,4.0
SESSION_253185,4.0
SESSION_253186,1.0
SESSION_253187,1.0
SESSION_253188,2.0
SESSION_253189,3.0
SESSION_253190,1.0
SESSION_253191,3.0
SESSION_253192,1.0
SESSION_253193,1.0
SESSION_253194,1.0
SESSION_253195,2.0
SESSION_253196,1.0
SESSION_253197,1.0
SESSION_253198,23.0
SESSION_253199,1.0
SESSION_253200,3.0
SESSION_253201,1.0
SESSION_253202,2.0
SESSION_253203,1.0
SESSION_253204,1.0
SESSION_253205,6.0
SESSION_253206,1.0
SESSION_253207,1.0
SESSION_253208,3.0
SESSION_253209,1.0
SESSION_253210,1.0
SESSION_253211,3.0
SESSION_253212,1.0
SESSION_253213,1.0
SESSION_253214,1.0
SESSION_253215,1.0
SESSION_253216,1.0
SESSION_253217,1.0
SESSION_253218,1.0
SESSION_253219,1.0
SESSION_253220,4.0
SESSION_253221,1.0
SESSION_253222,27.0
SESSION_253223,9.0
SESSION_253224,2.0
SESSION_253225,12.0
SESSION_253226,6.0
SESSION_253227,3.0
SESSION_253228,5.0
SESSION_253229,6.0
SESSION_253230,1.0
SESSION_253231,4.0
SESSION_253232,3.0
SESSION_253233,1.0
SESSION_253234,3.0
SESSION_253235,5.0
SESSION_253236,15.0
SESSION_253237,1.0
SESSION_253238,1.0
SESSION_253239,5.0
SESSION_253240,1.0
SESSION_253241,1.0
SESSION_253242,5.0
SESSION_253243,1.0
SESSION_253244,1.0
SESSION_253245,1.0
SESSION_253246,1.0
SESSION_253247,3.0
SESSION_253248,1.0
SESSION_253249,2.0
SESSION_253250,1.0
SESSION_253251,3.0
SESSION_253252,4.0
SESSION_253253,12.0
SESSION_253254,1.0
SESSION_253255,1.0
SESSION_253256,3.0
SESSION_253257,7.0
SESSION_253258,1.0
SESSION_253259,4.0
SESSION_253260,1.0
SESSION_253261,15.0
SESSION_253262,1.0
SESSION_253263,1.0
SESSION_253264,2.0
SESSION_253265,4.0
SESSION_253266,9.0
SESSION_253267,1.0
SESSION_253268,1.0
SESSION_253269,4.0
SESSION_253270,1.0
SESSION_253271,4.0
SESSION_253272,16.0
SESSION_253273,1.0
SESSION_253274,3.0
SESSION_253275,2.0
SESSION_253276,1.0
SESSION_253277,3.0
SESSION_253278,8.0
SESSION_253279,1.0
SESSION_253280,1.0
SESSION_253281,1.0
SESSION_253282,1.0
SESSION_253283,4.0
SESSION_253284,5.0
SESSION_253285,1.0
SESSION_253286,1.0
SESSION_253287,1.0
SESSION_253288,1.0
SESSION_253289,20.0
SESSION_253290,4.0
SESSION_253291,1.0
SESSION_253292,3.0
SESSION_253293,20.0
SESSION_253294,1.0
SESSION_253295,2.0
SESSION_253296,2.0
SESSION_253297,1.0
SESSION_253298,1.0
SESSION_253299,3.0
SESSION_253300,1.0
SESSION_253301,9.0
SESSION_253302,26.0
SESSION_253303,10.0
SESSION_253304,1.0
SESSION_253305,1.0
SESSION_253306,5.0
SESSION_253307,8.0
SESSION_253308,1.0
SESSION_253309,5.0
SESSION_253310,1.0
SESSION_253311,12.0
SESSION_253312,1.0
SESSION_253313,1.0
SESSION_253314,1.0
SESSION_253315,1.0
SESSION_253316,1.0
SESSION_253317,1.0
SESSION_253318,5.0
SESSION_253319,4.0
SESSION_253320,2.0
SESSION_253321,3.0
SESSION_253322,1.0
SESSION_253323,1.0
SESSION_253324,2.0
SESSION_253325,4.0
SESSION_253326,1.0
SESSION_253327,1.0
SESSION_253328,6.0
SESSION_253329,1.0
SESSION_253330,1.0
SESSION_253331,16.0
SESSION_253332,1.0
SESSION_253333,1.0
SESSION_253334,4.0
SESSION_253335,1.0
SESSION_253336,1.0
SESSION_253337,12.0
SESSION_253338,1.0
SESSION_253339,4.0
SESSION_253340,30.0
SESSION_253341,2.0
SESSION_253342,4.0
SESSION_253343,1.0
SESSION_253344,3.0
SESSION_253345,1.0
SESSION_253346,11.0
SESSION_253347,1.0
SESSION_253348,7.0
SESSION_253349,1.0
SESSION_253350,1.0
SESSION_253351,1.0
SESSION_253352,1.0
SESSION_253353,4.0
SESSION_253354,1.0
SESSION_253355,3.0
SESSION_253356,1.0
SESSION_253357,1.0
SESSION_253358,3.0
SESSION_253359,3.0
SESSION_253360,3.0
SESSION_253361,1.0
SESSION_253362,5.0
SESSION_253363,1.0
SESSION_253364,16.0
SESSION_253365,2.0
SESSION_253366,1.0
SESSION_253367,1.0
SESSION_253368,1.0
SESSION_253369,4.0
SESSION_253370,3.0
SESSION_253371,2.0
SESSION_253372,1.0
SESSION_253373,1.0
SESSION_253374,3.0
SESSION_253375,3.0
SESSION_253376,1.0
SESSION_253377,5.0
SESSION_253378,2.0
SESSION_253379,1.0
SESSION_253380,17.0
SESSION_253381,1.0
SESSION_253382,1.0
SESSION_253383,1.0
SESSION_253384,1.0
SESSION_253385,1.0
SESSION_253386,8.0
SESSION_253387,29.0
SESSION_253388,2.0
SESSION_253389,1.0
SESSION_253390,5.0
SESSION_253391,1.0
SESSION_253392,1.0
SESSION_253393,3.0
SESSION_253394,4.0
SESSION_253395,1.0
SESSION_253396,1.0
SESSION_253397,1.0
SESSION_253398,5.0
SESSION_253399,3.0
SESSION_253400,3.0
SESSION_253401,1.0
SESSION_253402,5.0
SESSION_253403,11.0
SESSION_253404,1.0
SESSION_253405,2.0
SESSION_253406,1.0
SESSION_253407,3.0
SESSION_253408,1.0
SESSION_253409,2.0
SESSION_253410,3.0
SESSION_253411,7.0
SESSION_253412,1.0
SESSION_253413,1.0
SESSION_253414,1.0
SESSION_253415,1.0
SESSION_253416,1.0
SESSION_253417,1.0
SESSION_253418,1.0
SESSION_253419,8.0
SESSION_253420,5.0
SESSION_253421,1.0
SESSION_253422,1.0
SESSION_253423,1.0
SESSION_253424,4.0
SESSION_253425,4.0
SESSION_253426,1.0
SESSION_253427,1.0
SESSION_253428,1.0
SESSION_253429,4.0
SESSION_253430,1.0
SESSION_253431,1.0
SESSION_253432,4.0
SESSION_253433,1.0
SESSION_253434,4.0
SESSION_253435,3.0
SESSION_253436,1.0
SESSION_253437,4.0
SESSION_253438,1.0
SESSION_253439,1.0
SESSION_253440,1.0
SESSION_253441,3.0
SESSION_253442,2.0
SESSION_253443,3.0
SESSION_253444,1.0
SESSION_253445,1.0
SESSION_253446,4.0
SESSION_253447,2.0
SESSION_253448,24.0
SESSION_253449,1.0
SESSION_253450,2.0
SESSION_253451,1.0
SESSION_253452,1.0
SESSION_253453,3.0
